paymentid,policyid,transactionref,status,datetime
PAY-884,PLY-295,TXN-PAY-884,received,2015-04-06
PAY-885,PLY-295,TXN-PAY-885,notreceived,2015-03-20
PAY-886,PLY-295,TXN-PAY-886,received,2017-05-10
PAY-887,PLY-296,TXN-PAY-887,received,2017-02-28
PAY-888,PLY-296,TXN-PAY-888,received,2016-05-28
PAY-889,PLY-296,TXN-PAY-889,received,2017-07-10
PAY-890,PLY-297,TXN-PAY-890,received,2016-11-17
PAY-891,PLY-297,TXN-PAY-891,received,2016-11-12
PAY-892,PLY-297,TXN-PAY-892,received,2018-03-13
PAY-893,PLY-298,TXN-PAY-893,received,2016-06-27
PAY-894,PLY-298,TXN-PAY-894,received,2015-04-02
PAY-895,PLY-298,TXN-PAY-895,received,2017-01-27
PAY-896,PLY-299,TXN-PAY-896,received,2016-09-04
PAY-897,PLY-299,TXN-PAY-897,received,2018-11-09
PAY-898,PLY-299,TXN-PAY-898,received,2015-04-08
PAY-899,PLY-300,TXN-PAY-899,received,2017-09-09
PAY-900,PLY-300,TXN-PAY-900,notreceived,2016-05-27
PAY-901,PLY-300,TXN-PAY-901,received,2017-11-14
PAY-902,PLY-301,TXN-PAY-902,received,2015-12-13
PAY-903,PLY-301,TXN-PAY-903,received,2015-11-29
PAY-904,PLY-301,TXN-PAY-904,received,2018-02-21
PAY-905,PLY-302,TXN-PAY-905,received,2015-12-18
PAY-906,PLY-302,TXN-PAY-906,received,2015-06-20
PAY-907,PLY-302,TXN-PAY-907,received,2018-01-29
PAY-908,PLY-303,TXN-PAY-908,notreceived,2017-02-22
PAY-909,PLY-303,TXN-PAY-909,received,2015-03-01
PAY-910,PLY-303,TXN-PAY-910,received,2018-12-25
PAY-911,PLY-304,TXN-PAY-911,received,2016-10-17
PAY-912,PLY-304,TXN-PAY-912,notreceived,2017-11-22
PAY-913,PLY-304,TXN-PAY-913,received,2016-04-23
PAY-914,PLY-305,TXN-PAY-914,notreceived,2016-05-06
PAY-915,PLY-305,TXN-PAY-915,received,2015-06-13
PAY-916,PLY-305,TXN-PAY-916,received,2017-11-26
PAY-917,PLY-306,TXN-PAY-917,received,2016-12-12
PAY-918,PLY-306,TXN-PAY-918,notreceived,2015-02-12
PAY-919,PLY-306,TXN-PAY-919,received,2018-11-19
PAY-920,PLY-307,TXN-PAY-920,received,2016-09-24
PAY-921,PLY-307,TXN-PAY-921,received,2018-10-29
PAY-922,PLY-307,TXN-PAY-922,received,2016-12-23
PAY-923,PLY-308,TXN-PAY-923,notreceived,2018-04-01
PAY-924,PLY-308,TXN-PAY-924,received,2015-08-19
PAY-925,PLY-308,TXN-PAY-925,received,2017-12-08
PAY-926,PLY-309,TXN-PAY-926,notreceived,2015-07-24
PAY-927,PLY-309,TXN-PAY-927,received,2017-02-21
PAY-928,PLY-309,TXN-PAY-928,received,2015-03-23
PAY-929,PLY-310,TXN-PAY-929,notreceived,2015-03-26
PAY-930,PLY-310,TXN-PAY-930,received,2016-08-10
PAY-931,PLY-310,TXN-PAY-931,received,2017-09-05
PAY-932,PLY-311,TXN-PAY-932,received,2018-10-22
PAY-933,PLY-311,TXN-PAY-933,received,2018-10-12
PAY-934,PLY-311,TXN-PAY-934,received,2016-02-29
PAY-935,PLY-312,TXN-PAY-935,received,2016-07-26
PAY-936,PLY-312,TXN-PAY-936,received,2017-09-14
PAY-937,PLY-312,TXN-PAY-937,received,2017-07-29
PAY-938,PLY-313,TXN-PAY-938,notreceived,2015-04-19
PAY-939,PLY-313,TXN-PAY-939,received,2017-07-21
PAY-940,PLY-313,TXN-PAY-940,received,2017-03-09
PAY-941,PLY-314,TXN-PAY-941,received,2015-12-22
PAY-942,PLY-314,TXN-PAY-942,notreceived,2016-07-08
PAY-943,PLY-314,TXN-PAY-943,received,2017-01-02
PAY-944,PLY-315,TXN-PAY-944,received,2016-08-31
PAY-945,PLY-315,TXN-PAY-945,received,2015-07-06
PAY-946,PLY-315,TXN-PAY-946,received,2017-07-20
PAY-947,PLY-316,TXN-PAY-947,received,2016-12-27
PAY-948,PLY-316,TXN-PAY-948,received,2015-04-13
PAY-949,PLY-316,TXN-PAY-949,received,2017-12-20
PAY-950,PLY-317,TXN-PAY-950,received,2016-08-13
PAY-951,PLY-317,TXN-PAY-951,received,2018-07-08
PAY-952,PLY-317,TXN-PAY-952,notreceived,2018-10-06
PAY-953,PLY-318,TXN-PAY-953,received,2018-06-16
PAY-954,PLY-318,TXN-PAY-954,received,2018-03-30
PAY-955,PLY-318,TXN-PAY-955,received,2016-03-04
PAY-956,PLY-319,TXN-PAY-956,received,2018-09-26
PAY-957,PLY-319,TXN-PAY-957,received,2016-06-02
PAY-958,PLY-319,TXN-PAY-958,received,2017-11-07
PAY-959,PLY-320,TXN-PAY-959,received,2016-10-23
PAY-960,PLY-320,TXN-PAY-960,received,2018-07-25
PAY-961,PLY-320,TXN-PAY-961,received,2016-04-30
PAY-962,PLY-321,TXN-PAY-962,received,2015-10-10
PAY-963,PLY-321,TXN-PAY-963,received,2016-11-12
PAY-964,PLY-321,TXN-PAY-964,received,2015-10-28
PAY-965,PLY-322,TXN-PAY-965,received,2016-04-12
PAY-966,PLY-322,TXN-PAY-966,received,2018-05-22
PAY-967,PLY-322,TXN-PAY-967,received,2016-06-01
PAY-968,PLY-323,TXN-PAY-968,received,2018-11-12
PAY-969,PLY-323,TXN-PAY-969,notreceived,2017-12-12
PAY-970,PLY-323,TXN-PAY-970,received,2015-05-28
PAY-971,PLY-324,TXN-PAY-971,received,2016-05-30
PAY-972,PLY-324,TXN-PAY-972,received,2018-03-12
PAY-973,PLY-324,TXN-PAY-973,notreceived,2017-05-12
PAY-974,PLY-325,TXN-PAY-974,received,2017-11-23
PAY-975,PLY-325,TXN-PAY-975,notreceived,2016-03-20
PAY-976,PLY-325,TXN-PAY-976,received,2015-05-26
PAY-977,PLY-326,TXN-PAY-977,received,2018-03-17
PAY-978,PLY-326,TXN-PAY-978,notreceived,2016-12-26
PAY-979,PLY-326,TXN-PAY-979,notreceived,2015-03-24
PAY-980,PLY-327,TXN-PAY-980,received,2018-05-11
PAY-981,PLY-327,TXN-PAY-981,received,2015-09-18
PAY-982,PLY-327,TXN-PAY-982,notreceived,2017-04-02
PAY-983,PLY-328,TXN-PAY-983,received,2018-10-24
PAY-984,PLY-328,TXN-PAY-984,received,2017-10-15
PAY-985,PLY-328,TXN-PAY-985,received,2015-06-13
PAY-986,PLY-329,TXN-PAY-986,received,2018-05-25
PAY-987,PLY-329,TXN-PAY-987,received,2015-05-12
PAY-988,PLY-329,TXN-PAY-988,received,2017-08-22
PAY-989,PLY-330,TXN-PAY-989,received,2016-11-19
PAY-990,PLY-330,TXN-PAY-990,received,2016-06-22
PAY-991,PLY-330,TXN-PAY-991,notreceived,2015-04-25
PAY-992,PLY-331,TXN-PAY-992,received,2016-09-24
PAY-993,PLY-331,TXN-PAY-993,received,2015-11-23
PAY-994,PLY-331,TXN-PAY-994,received,2015-10-01
PAY-995,PLY-332,TXN-PAY-995,received,2018-05-27
PAY-996,PLY-332,TXN-PAY-996,received,2018-07-30
PAY-997,PLY-332,TXN-PAY-997,notreceived,2015-12-29
PAY-998,PLY-333,TXN-PAY-998,received,2015-09-30
PAY-999,PLY-333,TXN-PAY-999,received,2016-11-07
PAY-1000,PLY-333,TXN-PAY-1000,received,2015-10-24
PAY-1001,PLY-334,TXN-PAY-1001,notreceived,2016-01-02
PAY-1002,PLY-334,TXN-PAY-1002,received,2016-09-20
PAY-1003,PLY-334,TXN-PAY-1003,notreceived,2018-11-19
PAY-1004,PLY-335,TXN-PAY-1004,received,2015-11-29
PAY-1005,PLY-335,TXN-PAY-1005,received,2015-11-13
PAY-1006,PLY-335,TXN-PAY-1006,received,2015-07-11
PAY-1007,PLY-336,TXN-PAY-1007,received,2016-02-03
PAY-1008,PLY-336,TXN-PAY-1008,notreceived,2017-12-26
PAY-1009,PLY-336,TXN-PAY-1009,notreceived,2015-12-30
PAY-1010,PLY-337,TXN-PAY-1010,received,2016-09-26
PAY-1011,PLY-337,TXN-PAY-1011,received,2015-07-23
PAY-1012,PLY-337,TXN-PAY-1012,notreceived,2016-10-20
PAY-1013,PLY-338,TXN-PAY-1013,received,2015-07-12
PAY-1014,PLY-338,TXN-PAY-1014,received,2018-04-09
PAY-1015,PLY-338,TXN-PAY-1015,received,2016-06-18
PAY-1016,PLY-339,TXN-PAY-1016,received,2016-05-19
PAY-1017,PLY-339,TXN-PAY-1017,received,2015-10-14
PAY-1018,PLY-339,TXN-PAY-1018,received,2018-09-18
PAY-1019,PLY-340,TXN-PAY-1019,received,2016-04-23
PAY-1020,PLY-340,TXN-PAY-1020,notreceived,2016-05-20
PAY-1021,PLY-340,TXN-PAY-1021,received,2017-07-26
PAY-1022,PLY-341,TXN-PAY-1022,notreceived,2015-05-21
PAY-1023,PLY-341,TXN-PAY-1023,received,2017-07-01
PAY-1024,PLY-341,TXN-PAY-1024,received,2018-10-23
PAY-1025,PLY-342,TXN-PAY-1025,received,2017-05-21
PAY-1026,PLY-342,TXN-PAY-1026,received,2018-03-11
PAY-1027,PLY-342,TXN-PAY-1027,notreceived,2017-04-22
PAY-1028,PLY-343,TXN-PAY-1028,received,2017-08-31
PAY-1029,PLY-343,TXN-PAY-1029,received,2016-08-24
PAY-1030,PLY-343,TXN-PAY-1030,received,2017-05-04
PAY-1031,PLY-344,TXN-PAY-1031,received,2018-04-13
PAY-1032,PLY-344,TXN-PAY-1032,received,2017-07-29
PAY-1033,PLY-344,TXN-PAY-1033,received,2015-03-15
PAY-1034,PLY-345,TXN-PAY-1034,notreceived,2017-09-16
PAY-1035,PLY-345,TXN-PAY-1035,received,2017-12-04
PAY-1036,PLY-345,TXN-PAY-1036,received,2018-11-20
PAY-1037,PLY-346,TXN-PAY-1037,received,2016-11-03
PAY-1038,PLY-346,TXN-PAY-1038,received,2018-02-25
PAY-1039,PLY-346,TXN-PAY-1039,received,2015-01-31
PAY-1040,PLY-347,TXN-PAY-1040,notreceived,2018-08-21
PAY-1041,PLY-347,TXN-PAY-1041,notreceived,2016-09-20
PAY-1042,PLY-347,TXN-PAY-1042,received,2018-06-28
PAY-1043,PLY-348,TXN-PAY-1043,received,2017-05-03
PAY-1044,PLY-348,TXN-PAY-1044,notreceived,2015-01-07
PAY-1045,PLY-348,TXN-PAY-1045,received,2016-04-22
PAY-1046,PLY-349,TXN-PAY-1046,received,2017-11-20
PAY-1047,PLY-349,TXN-PAY-1047,received,2016-02-04
PAY-1048,PLY-349,TXN-PAY-1048,received,2015-12-21
PAY-1049,PLY-350,TXN-PAY-1049,notreceived,2018-12-05
PAY-1050,PLY-350,TXN-PAY-1050,received,2018-04-23
PAY-1051,PLY-350,TXN-PAY-1051,received,2018-07-19
PAY-1052,PLY-351,TXN-PAY-1052,notreceived,2018-10-18
PAY-1053,PLY-351,TXN-PAY-1053,notreceived,2018-06-11
PAY-1054,PLY-351,TXN-PAY-1054,received,2018-10-07
PAY-1055,PLY-352,TXN-PAY-1055,received,2016-12-25
PAY-1056,PLY-352,TXN-PAY-1056,received,2015-01-25
PAY-1057,PLY-352,TXN-PAY-1057,received,2018-12-04
PAY-1058,PLY-353,TXN-PAY-1058,received,2016-07-09
PAY-1059,PLY-353,TXN-PAY-1059,notreceived,2017-01-04
PAY-1060,PLY-353,TXN-PAY-1060,received,2017-10-24
PAY-1061,PLY-354,TXN-PAY-1061,received,2017-12-28
PAY-1062,PLY-354,TXN-PAY-1062,received,2015-11-14
PAY-1063,PLY-354,TXN-PAY-1063,received,2018-01-13
PAY-1064,PLY-355,TXN-PAY-1064,notreceived,2017-09-17
PAY-1065,PLY-355,TXN-PAY-1065,received,2015-10-12
PAY-1066,PLY-355,TXN-PAY-1066,notreceived,2018-03-11
PAY-1067,PLY-356,TXN-PAY-1067,received,2017-02-19
PAY-1068,PLY-356,TXN-PAY-1068,received,2018-08-27
PAY-1069,PLY-356,TXN-PAY-1069,received,2018-06-06
PAY-1070,PLY-357,TXN-PAY-1070,received,2017-05-06
PAY-1071,PLY-357,TXN-PAY-1071,notreceived,2017-12-11
PAY-1072,PLY-357,TXN-PAY-1072,received,2015-08-11
PAY-1073,PLY-358,TXN-PAY-1073,received,2017-11-16
PAY-1074,PLY-358,TXN-PAY-1074,received,2016-08-28
PAY-1075,PLY-358,TXN-PAY-1075,received,2016-09-20
PAY-1076,PLY-359,TXN-PAY-1076,received,2015-06-27
PAY-1077,PLY-359,TXN-PAY-1077,received,2015-02-11
PAY-1078,PLY-359,TXN-PAY-1078,received,2017-08-10
PAY-1079,PLY-360,TXN-PAY-1079,notreceived,2015-07-04
PAY-1080,PLY-360,TXN-PAY-1080,received,2015-02-27
PAY-1081,PLY-360,TXN-PAY-1081,received,2016-05-03
PAY-1082,PLY-361,TXN-PAY-1082,received,2018-01-13
PAY-1083,PLY-361,TXN-PAY-1083,received,2018-11-28
PAY-1084,PLY-361,TXN-PAY-1084,received,2015-02-28
PAY-1085,PLY-362,TXN-PAY-1085,notreceived,2018-11-10
PAY-1086,PLY-362,TXN-PAY-1086,notreceived,2015-09-29
PAY-1087,PLY-362,TXN-PAY-1087,received,2017-05-05
PAY-1088,PLY-363,TXN-PAY-1088,received,2018-10-16
PAY-1089,PLY-363,TXN-PAY-1089,received,2016-11-28
PAY-1090,PLY-363,TXN-PAY-1090,received,2018-09-25
PAY-1091,PLY-364,TXN-PAY-1091,received,2016-05-11
PAY-1092,PLY-364,TXN-PAY-1092,received,2017-01-28
PAY-1093,PLY-364,TXN-PAY-1093,received,2018-05-22
PAY-1094,PLY-365,TXN-PAY-1094,received,2017-02-08
PAY-1095,PLY-365,TXN-PAY-1095,received,2018-08-12
PAY-1096,PLY-365,TXN-PAY-1096,received,2017-05-21
PAY-1097,PLY-366,TXN-PAY-1097,received,2017-08-22
PAY-1098,PLY-366,TXN-PAY-1098,received,2015-04-19
PAY-1099,PLY-366,TXN-PAY-1099,received,2016-01-18
PAY-1100,PLY-367,TXN-PAY-1100,received,2018-08-10
PAY-1101,PLY-367,TXN-PAY-1101,received,2015-09-16
PAY-1102,PLY-367,TXN-PAY-1102,notreceived,2016-10-31
PAY-1103,PLY-368,TXN-PAY-1103,received,2017-07-13
PAY-1104,PLY-368,TXN-PAY-1104,received,2015-09-04
PAY-1105,PLY-368,TXN-PAY-1105,received,2015-07-07
PAY-1106,PLY-369,TXN-PAY-1106,received,2015-06-21
PAY-1107,PLY-369,TXN-PAY-1107,received,2016-02-21
PAY-1108,PLY-369,TXN-PAY-1108,received,2016-06-17
PAY-1109,PLY-370,TXN-PAY-1109,received,2018-03-21
PAY-1110,PLY-370,TXN-PAY-1110,received,2018-10-16
PAY-1111,PLY-370,TXN-PAY-1111,received,2016-03-04
PAY-1112,PLY-371,TXN-PAY-1112,received,2017-03-09
PAY-1113,PLY-371,TXN-PAY-1113,received,2017-02-23
PAY-1114,PLY-371,TXN-PAY-1114,received,2015-03-27
PAY-1115,PLY-372,TXN-PAY-1115,received,2015-12-20
PAY-1116,PLY-372,TXN-PAY-1116,received,2017-08-28
PAY-1117,PLY-372,TXN-PAY-1117,notreceived,2016-04-23
PAY-1118,PLY-373,TXN-PAY-1118,received,2018-04-10
PAY-1119,PLY-373,TXN-PAY-1119,received,2015-09-06
PAY-1120,PLY-373,TXN-PAY-1120,received,2016-07-12
PAY-1121,PLY-374,TXN-PAY-1121,received,2016-03-10
PAY-1122,PLY-374,TXN-PAY-1122,received,2015-09-24
PAY-1123,PLY-374,TXN-PAY-1123,notreceived,2018-07-16
PAY-1124,PLY-375,TXN-PAY-1124,received,2017-12-10
PAY-1125,PLY-375,TXN-PAY-1125,received,2016-01-14
PAY-1126,PLY-375,TXN-PAY-1126,received,2017-04-14
PAY-1127,PLY-376,TXN-PAY-1127,received,2018-07-22
PAY-1128,PLY-376,TXN-PAY-1128,received,2018-07-15
PAY-1129,PLY-376,TXN-PAY-1129,received,2018-03-27
PAY-1130,PLY-377,TXN-PAY-1130,received,2017-04-13
PAY-1131,PLY-377,TXN-PAY-1131,received,2015-07-07
PAY-1132,PLY-377,TXN-PAY-1132,received,2017-08-09
PAY-1133,PLY-378,TXN-PAY-1133,notreceived,2017-09-23
PAY-1134,PLY-378,TXN-PAY-1134,notreceived,2017-09-22
PAY-1135,PLY-378,TXN-PAY-1135,received,2016-11-03
PAY-1136,PLY-379,TXN-PAY-1136,notreceived,2016-08-26
PAY-1137,PLY-379,TXN-PAY-1137,received,2018-07-24
PAY-1138,PLY-379,TXN-PAY-1138,received,2016-06-26
PAY-1139,PLY-380,TXN-PAY-1139,received,2017-12-23
PAY-1140,PLY-380,TXN-PAY-1140,received,2015-06-30
PAY-1141,PLY-380,TXN-PAY-1141,received,2015-01-25
PAY-1142,PLY-381,TXN-PAY-1142,notreceived,2018-05-31
PAY-1143,PLY-381,TXN-PAY-1143,received,2017-02-18
PAY-1144,PLY-381,TXN-PAY-1144,received,2017-03-24
PAY-1145,PLY-382,TXN-PAY-1145,notreceived,2018-02-28
PAY-1146,PLY-382,TXN-PAY-1146,notreceived,2016-09-02
PAY-1147,PLY-382,TXN-PAY-1147,received,2016-03-09
PAY-1148,PLY-383,TXN-PAY-1148,notreceived,2015-08-30
PAY-1149,PLY-383,TXN-PAY-1149,received,2015-03-04
PAY-1150,PLY-383,TXN-PAY-1150,received,2018-05-20
PAY-1151,PLY-384,TXN-PAY-1151,received,2017-09-09
PAY-1152,PLY-384,TXN-PAY-1152,received,2017-11-26
PAY-1153,PLY-384,TXN-PAY-1153,received,2016-04-05
PAY-1154,PLY-385,TXN-PAY-1154,received,2016-06-16
PAY-1155,PLY-385,TXN-PAY-1155,received,2015-06-01
PAY-1156,PLY-385,TXN-PAY-1156,received,2015-11-20
PAY-1157,PLY-386,TXN-PAY-1157,received,2018-09-08
PAY-1158,PLY-386,TXN-PAY-1158,received,2015-12-27
PAY-1159,PLY-386,TXN-PAY-1159,received,2017-08-19
PAY-1160,PLY-387,TXN-PAY-1160,received,2017-11-12
PAY-1161,PLY-387,TXN-PAY-1161,notreceived,2016-01-30
PAY-1162,PLY-387,TXN-PAY-1162,received,2018-04-19
PAY-1163,PLY-388,TXN-PAY-1163,received,2017-07-26
PAY-1164,PLY-388,TXN-PAY-1164,received,2015-04-17
PAY-1165,PLY-388,TXN-PAY-1165,received,2016-12-09
PAY-1166,PLY-389,TXN-PAY-1166,received,2015-03-27
PAY-1167,PLY-389,TXN-PAY-1167,received,2017-07-23
PAY-1168,PLY-389,TXN-PAY-1168,notreceived,2016-09-06
PAY-1169,PLY-390,TXN-PAY-1169,received,2017-10-17
PAY-1170,PLY-390,TXN-PAY-1170,received,2017-01-19
PAY-1171,PLY-390,TXN-PAY-1171,received,2018-04-16
PAY-1172,PLY-391,TXN-PAY-1172,received,2018-09-13
PAY-1173,PLY-391,TXN-PAY-1173,notreceived,2017-06-24
PAY-1174,PLY-391,TXN-PAY-1174,received,2015-01-09
PAY-1175,PLY-392,TXN-PAY-1175,received,2017-06-06
PAY-1176,PLY-392,TXN-PAY-1176,notreceived,2015-12-04
PAY-1177,PLY-392,TXN-PAY-1177,received,2017-05-01
PAY-1178,PLY-393,TXN-PAY-1178,received,2018-05-09
PAY-1179,PLY-393,TXN-PAY-1179,notreceived,2017-11-29
PAY-1180,PLY-393,TXN-PAY-1180,received,2017-05-29
PAY-1181,PLY-394,TXN-PAY-1181,notreceived,2018-09-17
PAY-1182,PLY-394,TXN-PAY-1182,notreceived,2016-03-21
PAY-1183,PLY-394,TXN-PAY-1183,received,2015-08-30
PAY-1184,PLY-395,TXN-PAY-1184,received,2015-05-03
PAY-1185,PLY-395,TXN-PAY-1185,received,2015-06-22
PAY-1186,PLY-395,TXN-PAY-1186,received,2015-07-06
PAY-1187,PLY-396,TXN-PAY-1187,notreceived,2016-12-18
PAY-1188,PLY-396,TXN-PAY-1188,received,2018-03-22
PAY-1189,PLY-396,TXN-PAY-1189,received,2018-10-26
PAY-1190,PLY-397,TXN-PAY-1190,received,2017-02-25
PAY-1191,PLY-397,TXN-PAY-1191,received,2016-11-06
PAY-1192,PLY-397,TXN-PAY-1192,received,2016-09-25
PAY-1193,PLY-398,TXN-PAY-1193,notreceived,2016-02-25
PAY-1194,PLY-398,TXN-PAY-1194,received,2017-08-11
PAY-1195,PLY-398,TXN-PAY-1195,received,2017-08-18
PAY-1196,PLY-399,TXN-PAY-1196,received,2017-08-26
PAY-1197,PLY-399,TXN-PAY-1197,notreceived,2015-01-11
PAY-1198,PLY-399,TXN-PAY-1198,received,2016-09-24
PAY-1199,PLY-400,TXN-PAY-1199,received,2018-08-12
PAY-1200,PLY-400,TXN-PAY-1200,received,2015-03-21
PAY-1201,PLY-400,TXN-PAY-1201,notreceived,2018-12-23
PAY-1202,PLY-401,TXN-PAY-1202,notreceived,2017-11-18
PAY-1203,PLY-401,TXN-PAY-1203,received,2018-01-08
PAY-1204,PLY-401,TXN-PAY-1204,received,2018-08-09
PAY-1205,PLY-402,TXN-PAY-1205,notreceived,2015-08-31
PAY-1206,PLY-402,TXN-PAY-1206,received,2016-11-24
PAY-1207,PLY-402,TXN-PAY-1207,received,2017-03-25
PAY-1208,PLY-403,TXN-PAY-1208,notreceived,2018-10-29
PAY-1209,PLY-403,TXN-PAY-1209,notreceived,2018-12-11
PAY-1210,PLY-403,TXN-PAY-1210,received,2015-09-23
PAY-1211,PLY-404,TXN-PAY-1211,received,2017-01-01
PAY-1212,PLY-404,TXN-PAY-1212,received,2018-07-30
PAY-1213,PLY-404,TXN-PAY-1213,notreceived,2015-02-09
PAY-1214,PLY-405,TXN-PAY-1214,received,2018-04-29
PAY-1215,PLY-405,TXN-PAY-1215,received,2015-07-13
PAY-1216,PLY-405,TXN-PAY-1216,received,2016-03-22
PAY-1217,PLY-406,TXN-PAY-1217,notreceived,2015-02-08
PAY-1218,PLY-406,TXN-PAY-1218,received,2016-05-19
PAY-1219,PLY-406,TXN-PAY-1219,received,2018-04-25
PAY-1220,PLY-407,TXN-PAY-1220,notreceived,2015-09-25
PAY-1221,PLY-407,TXN-PAY-1221,received,2015-12-18
PAY-1222,PLY-407,TXN-PAY-1222,received,2017-03-12
PAY-1223,PLY-408,TXN-PAY-1223,notreceived,2017-07-03
PAY-1224,PLY-408,TXN-PAY-1224,received,2015-05-05
PAY-1225,PLY-408,TXN-PAY-1225,received,2015-12-21
PAY-1226,PLY-409,TXN-PAY-1226,received,2017-06-21
PAY-1227,PLY-409,TXN-PAY-1227,notreceived,2016-12-21
PAY-1228,PLY-409,TXN-PAY-1228,received,2015-01-25
PAY-1229,PLY-410,TXN-PAY-1229,received,2018-02-10
PAY-1230,PLY-410,TXN-PAY-1230,received,2016-03-13
PAY-1231,PLY-410,TXN-PAY-1231,received,2015-05-14
PAY-1232,PLY-411,TXN-PAY-1232,received,2017-03-20
PAY-1233,PLY-411,TXN-PAY-1233,received,2015-03-30
PAY-1234,PLY-411,TXN-PAY-1234,received,2015-10-31
PAY-1235,PLY-412,TXN-PAY-1235,received,2016-07-30
PAY-1236,PLY-412,TXN-PAY-1236,received,2016-09-13
PAY-1237,PLY-412,TXN-PAY-1237,notreceived,2017-04-19
PAY-1238,PLY-413,TXN-PAY-1238,received,2016-07-15
PAY-1239,PLY-413,TXN-PAY-1239,notreceived,2017-11-17
PAY-1240,PLY-413,TXN-PAY-1240,notreceived,2017-07-09
PAY-1241,PLY-414,TXN-PAY-1241,received,2017-11-25
PAY-1242,PLY-414,TXN-PAY-1242,notreceived,2017-02-13
PAY-1243,PLY-414,TXN-PAY-1243,received,2015-06-15
PAY-1244,PLY-415,TXN-PAY-1244,received,2015-06-07
PAY-1245,PLY-415,TXN-PAY-1245,received,2016-04-10
PAY-1246,PLY-415,TXN-PAY-1246,received,2018-01-28
PAY-1247,PLY-416,TXN-PAY-1247,received,2016-04-17
PAY-1248,PLY-416,TXN-PAY-1248,received,2015-11-25
PAY-1249,PLY-416,TXN-PAY-1249,received,2016-11-29
PAY-1250,PLY-417,TXN-PAY-1250,notreceived,2017-12-18
PAY-1251,PLY-417,TXN-PAY-1251,received,2017-08-07
PAY-1252,PLY-417,TXN-PAY-1252,received,2016-01-31
PAY-1253,PLY-418,TXN-PAY-1253,received,2018-09-13
PAY-1254,PLY-418,TXN-PAY-1254,received,2018-01-15
PAY-1255,PLY-418,TXN-PAY-1255,received,2015-10-12
PAY-1256,PLY-419,TXN-PAY-1256,notreceived,2016-11-24
PAY-1257,PLY-419,TXN-PAY-1257,received,2016-11-17
PAY-1258,PLY-419,TXN-PAY-1258,received,2017-02-12
PAY-1259,PLY-420,TXN-PAY-1259,received,2017-07-18
PAY-1260,PLY-420,TXN-PAY-1260,received,2018-02-05
PAY-1261,PLY-420,TXN-PAY-1261,received,2016-09-05
PAY-1262,PLY-421,TXN-PAY-1262,received,2015-11-18
PAY-1263,PLY-421,TXN-PAY-1263,received,2016-10-13
PAY-1264,PLY-421,TXN-PAY-1264,received,2017-06-20
PAY-1265,PLY-422,TXN-PAY-1265,received,2018-05-15
PAY-1266,PLY-422,TXN-PAY-1266,received,2015-01-05
PAY-1267,PLY-422,TXN-PAY-1267,received,2017-05-13
PAY-1268,PLY-423,TXN-PAY-1268,received,2016-02-14
PAY-1269,PLY-423,TXN-PAY-1269,received,2015-01-14
PAY-1270,PLY-423,TXN-PAY-1270,received,2015-09-26
PAY-1271,PLY-424,TXN-PAY-1271,received,2016-02-08
PAY-1272,PLY-424,TXN-PAY-1272,received,2015-02-25
PAY-1273,PLY-424,TXN-PAY-1273,notreceived,2016-01-06
PAY-1274,PLY-425,TXN-PAY-1274,received,2017-03-31
PAY-1275,PLY-425,TXN-PAY-1275,received,2018-02-04
PAY-1276,PLY-425,TXN-PAY-1276,received,2017-10-18
PAY-1277,PLY-426,TXN-PAY-1277,received,2016-04-21
PAY-1278,PLY-426,TXN-PAY-1278,received,2015-02-28
PAY-1279,PLY-426,TXN-PAY-1279,received,2017-12-15
PAY-1280,PLY-427,TXN-PAY-1280,received,2017-06-13
PAY-1281,PLY-427,TXN-PAY-1281,received,2015-06-16
PAY-1282,PLY-427,TXN-PAY-1282,received,2015-12-08
PAY-1283,PLY-428,TXN-PAY-1283,received,2017-09-07
PAY-1284,PLY-428,TXN-PAY-1284,received,2016-11-28
PAY-1285,PLY-428,TXN-PAY-1285,notreceived,2015-07-29
PAY-1286,PLY-429,TXN-PAY-1286,notreceived,2015-01-08
PAY-1287,PLY-429,TXN-PAY-1287,notreceived,2015-04-10
PAY-1288,PLY-429,TXN-PAY-1288,received,2018-11-24
PAY-1289,PLY-430,TXN-PAY-1289,notreceived,2015-08-21
PAY-1290,PLY-430,TXN-PAY-1290,notreceived,2016-11-05
PAY-1291,PLY-430,TXN-PAY-1291,notreceived,2016-05-15
PAY-1292,PLY-431,TXN-PAY-1292,received,2015-01-30
PAY-1293,PLY-431,TXN-PAY-1293,received,2016-06-26
PAY-1294,PLY-431,TXN-PAY-1294,received,2015-01-07
PAY-1295,PLY-432,TXN-PAY-1295,received,2016-10-26
PAY-1296,PLY-432,TXN-PAY-1296,received,2018-01-31
PAY-1297,PLY-432,TXN-PAY-1297,received,2016-08-08
PAY-1298,PLY-433,TXN-PAY-1298,received,2018-10-09
PAY-1299,PLY-433,TXN-PAY-1299,received,2018-07-24
PAY-1300,PLY-433,TXN-PAY-1300,received,2018-04-05
PAY-1301,PLY-434,TXN-PAY-1301,notreceived,2017-05-23
PAY-1302,PLY-434,TXN-PAY-1302,received,2016-02-13
PAY-1303,PLY-434,TXN-PAY-1303,received,2016-08-16
PAY-1304,PLY-435,TXN-PAY-1304,notreceived,2016-02-06
PAY-1305,PLY-435,TXN-PAY-1305,received,2016-04-23
