compliantid,policyid,transactionref,description,status,datetime
COM-715,PLY-179,TXN-COM-715,Change of mailing address,resolved,2015-01-31
COM-716,PLY-179,TXN-COM-716,Portal access,resolved,2017-03-29
COM-717,PLY-179,TXN-COM-717,Renewal intimation letter not received,rejected,2018-03-04
COM-718,PLY-180,TXN-COM-718,Online portal not working,resolved,2015-02-03
COM-719,PLY-180,TXN-COM-719,Online portal not working,rejected,2016-05-15
COM-720,PLY-180,TXN-COM-720,Portal access,rejected,2018-02-08
COM-721,PLY-180,TXN-COM-721,Online portal not working,resolved,2017-12-03
COM-722,PLY-180,TXN-COM-722,Online portal not working,resolved,2018-01-21
COM-723,PLY-181,TXN-COM-723,Portal stuck in middle,resolved,2016-09-21
COM-724,PLY-181,TXN-COM-724,Renewal intimation letter not received,rejected,2017-12-03
COM-725,PLY-181,TXN-COM-725,Portal access,rejected,2016-10-08
COM-726,PLY-182,TXN-COM-726,Portal stuck in middle,resolved,2015-09-07
COM-727,PLY-182,TXN-COM-727,Online portal not working,resolved,2016-06-20
COM-728,PLY-182,TXN-COM-728,Online portal not working,resolved,2015-07-26
COM-729,PLY-182,TXN-COM-729,Change of mailing address,resolved,2016-12-02
COM-730,PLY-182,TXN-COM-730,Change of mailing address,rejected,2017-11-05
COM-731,PLY-183,TXN-COM-731,Change of contact number,resolved,2015-04-27
COM-732,PLY-183,TXN-COM-732,Portal access,rejected,2016-05-11
COM-733,PLY-183,TXN-COM-733,Change of contact number,rejected,2018-07-27
COM-734,PLY-184,TXN-COM-734,Online portal not working,resolved,2016-05-12
COM-735,PLY-184,TXN-COM-735,Portal access,resolved,2016-03-08
COM-736,PLY-184,TXN-COM-736,Online portal not working,rejected,2015-10-27
COM-737,PLY-184,TXN-COM-737,Portal stuck in middle,rejected,2016-07-31
COM-738,PLY-184,TXN-COM-738,Renewal intimation letter not received,resolved,2016-05-24
COM-739,PLY-185,TXN-COM-739,Change of contact number,rejected,2016-09-21
COM-740,PLY-185,TXN-COM-740,Change of contact number,resolved,2018-09-18
COM-741,PLY-185,TXN-COM-741,Online portal not working,rejected,2018-03-25
COM-742,PLY-186,TXN-COM-742,Renewal intimation letter not received,resolved,2015-07-26
COM-743,PLY-186,TXN-COM-743,Renewal intimation letter not received,resolved,2015-08-15
COM-744,PLY-186,TXN-COM-744,Change of mailing address,resolved,2015-08-07
COM-745,PLY-186,TXN-COM-745,Change of contact number,rejected,2017-05-06
COM-746,PLY-186,TXN-COM-746,Online portal not working,resolved,2015-10-03
COM-747,PLY-187,TXN-COM-747,Change of contact number,rejected,2016-10-21
COM-748,PLY-187,TXN-COM-748,Portal stuck in middle,resolved,2018-10-31
COM-749,PLY-187,TXN-COM-749,Online portal not working,resolved,2017-06-12
COM-750,PLY-188,TXN-COM-750,Renewal intimation letter not received,resolved,2017-06-22
COM-751,PLY-188,TXN-COM-751,Portal access,resolved,2015-12-06
COM-752,PLY-188,TXN-COM-752,Renewal intimation letter not received,resolved,2015-03-06
COM-753,PLY-188,TXN-COM-753,Portal access,resolved,2016-01-29
COM-754,PLY-188,TXN-COM-754,Portal stuck in middle,resolved,2016-07-22
COM-755,PLY-189,TXN-COM-755,Online portal not working,resolved,2017-06-18
COM-756,PLY-189,TXN-COM-756,Change of mailing address,resolved,2018-08-30
COM-757,PLY-189,TXN-COM-757,Online portal not working,resolved,2017-01-18
COM-758,PLY-190,TXN-COM-758,Online portal not working,rejected,2016-09-22
COM-759,PLY-190,TXN-COM-759,Renewal intimation letter not received,resolved,2016-11-05
COM-760,PLY-190,TXN-COM-760,Portal access,rejected,2018-05-10
COM-761,PLY-190,TXN-COM-761,Portal access,rejected,2017-08-25
COM-762,PLY-190,TXN-COM-762,Online portal not working,rejected,2017-10-05
COM-763,PLY-191,TXN-COM-763,Renewal intimation letter not received,resolved,2018-04-16
COM-764,PLY-191,TXN-COM-764,Portal access,rejected,2018-12-14
COM-765,PLY-191,TXN-COM-765,Portal access,resolved,2015-04-26
COM-766,PLY-192,TXN-COM-766,Change of contact number,resolved,2015-04-12
COM-767,PLY-192,TXN-COM-767,Change of mailing address,resolved,2016-08-15
COM-768,PLY-192,TXN-COM-768,Portal access,rejected,2015-07-11
COM-769,PLY-192,TXN-COM-769,Online portal not working,resolved,2018-06-12
COM-770,PLY-192,TXN-COM-770,Portal stuck in middle,resolved,2015-05-01
COM-771,PLY-193,TXN-COM-771,Renewal intimation letter not received,resolved,2017-06-25
COM-772,PLY-193,TXN-COM-772,Change of contact number,resolved,2016-09-04
COM-773,PLY-193,TXN-COM-773,Online portal not working,resolved,2018-06-05
COM-774,PLY-194,TXN-COM-774,Portal stuck in middle,resolved,2018-01-26
COM-775,PLY-194,TXN-COM-775,Change of mailing address,resolved,2016-01-18
COM-776,PLY-194,TXN-COM-776,Online portal not working,resolved,2018-06-30
COM-777,PLY-194,TXN-COM-777,Portal access,resolved,2018-10-12
COM-778,PLY-194,TXN-COM-778,Portal stuck in middle,resolved,2018-07-20
COM-779,PLY-195,TXN-COM-779,Portal stuck in middle,resolved,2017-05-19
COM-780,PLY-195,TXN-COM-780,Portal access,resolved,2017-10-25
COM-781,PLY-195,TXN-COM-781,Renewal intimation letter not received,resolved,2017-07-23
COM-782,PLY-196,TXN-COM-782,Change of mailing address,resolved,2018-01-30
COM-783,PLY-196,TXN-COM-783,Portal access,rejected,2017-05-31
COM-784,PLY-196,TXN-COM-784,Change of mailing address,resolved,2018-02-17
COM-785,PLY-196,TXN-COM-785,Online portal not working,resolved,2017-11-06
COM-786,PLY-196,TXN-COM-786,Change of contact number,resolved,2016-05-19
COM-787,PLY-197,TXN-COM-787,Portal access,resolved,2017-06-28
COM-788,PLY-197,TXN-COM-788,Change of mailing address,resolved,2016-11-04
COM-789,PLY-197,TXN-COM-789,Portal access,resolved,2015-12-13
COM-790,PLY-198,TXN-COM-790,Portal access,rejected,2017-02-17
COM-791,PLY-198,TXN-COM-791,Online portal not working,resolved,2016-05-17
COM-792,PLY-198,TXN-COM-792,Renewal intimation letter not received,rejected,2018-06-25
COM-793,PLY-198,TXN-COM-793,Renewal intimation letter not received,resolved,2017-07-16
COM-794,PLY-198,TXN-COM-794,Online portal not working,resolved,2016-04-10
COM-795,PLY-199,TXN-COM-795,Change of mailing address,resolved,2016-10-22
COM-796,PLY-199,TXN-COM-796,Portal access,resolved,2016-06-21
COM-797,PLY-199,TXN-COM-797,Renewal intimation letter not received,resolved,2018-06-03
COM-798,PLY-200,TXN-COM-798,Renewal intimation letter not received,resolved,2018-04-21
COM-799,PLY-200,TXN-COM-799,Portal access,rejected,2016-01-29
COM-800,PLY-200,TXN-COM-800,Portal stuck in middle,resolved,2018-09-21
COM-801,PLY-200,TXN-COM-801,Change of mailing address,resolved,2015-08-01
COM-802,PLY-200,TXN-COM-802,Online portal not working,resolved,2018-10-26
COM-803,PLY-201,TXN-COM-803,Portal access,resolved,2016-07-13
COM-804,PLY-201,TXN-COM-804,Change of mailing address,resolved,2016-03-26
COM-805,PLY-201,TXN-COM-805,Portal stuck in middle,resolved,2017-11-22
COM-806,PLY-202,TXN-COM-806,Portal access,resolved,2018-03-19
COM-807,PLY-202,TXN-COM-807,Online portal not working,resolved,2017-05-26
COM-808,PLY-202,TXN-COM-808,Portal stuck in middle,rejected,2018-09-26
COM-809,PLY-202,TXN-COM-809,Renewal intimation letter not received,resolved,2016-05-28
COM-810,PLY-202,TXN-COM-810,Portal stuck in middle,rejected,2018-11-21
COM-811,PLY-203,TXN-COM-811,Portal access,resolved,2017-05-23
COM-812,PLY-203,TXN-COM-812,Portal access,resolved,2015-11-05
COM-813,PLY-203,TXN-COM-813,Renewal intimation letter not received,resolved,2015-10-07
COM-814,PLY-204,TXN-COM-814,Portal access,resolved,2016-07-22
COM-815,PLY-204,TXN-COM-815,Portal access,resolved,2017-10-19
COM-816,PLY-204,TXN-COM-816,Change of contact number,resolved,2016-03-01
COM-817,PLY-204,TXN-COM-817,Renewal intimation letter not received,resolved,2015-07-10
COM-818,PLY-204,TXN-COM-818,Portal stuck in middle,resolved,2018-11-16
COM-819,PLY-205,TXN-COM-819,Change of mailing address,resolved,2015-07-27
COM-820,PLY-205,TXN-COM-820,Change of mailing address,resolved,2016-08-28
COM-821,PLY-205,TXN-COM-821,Change of contact number,rejected,2017-04-19
COM-822,PLY-206,TXN-COM-822,Change of contact number,rejected,2015-05-13
COM-823,PLY-206,TXN-COM-823,Change of contact number,resolved,2018-09-25
COM-824,PLY-206,TXN-COM-824,Portal stuck in middle,resolved,2018-01-25
COM-825,PLY-206,TXN-COM-825,Online portal not working,resolved,2016-03-08
COM-826,PLY-206,TXN-COM-826,Change of mailing address,resolved,2018-10-08
COM-827,PLY-207,TXN-COM-827,Change of mailing address,resolved,2015-06-19
COM-828,PLY-207,TXN-COM-828,Renewal intimation letter not received,resolved,2018-06-20
COM-829,PLY-207,TXN-COM-829,Renewal intimation letter not received,resolved,2018-12-06
COM-830,PLY-208,TXN-COM-830,Change of mailing address,rejected,2015-01-27
COM-831,PLY-208,TXN-COM-831,Change of mailing address,resolved,2017-01-23
COM-832,PLY-208,TXN-COM-832,Online portal not working,resolved,2018-08-26
COM-833,PLY-208,TXN-COM-833,Change of contact number,resolved,2015-09-04
COM-834,PLY-208,TXN-COM-834,Portal stuck in middle,resolved,2016-06-30
COM-835,PLY-209,TXN-COM-835,Portal access,resolved,2016-08-14
COM-836,PLY-209,TXN-COM-836,Online portal not working,resolved,2015-03-05
COM-837,PLY-209,TXN-COM-837,Change of contact number,rejected,2017-11-04
COM-838,PLY-210,TXN-COM-838,Change of contact number,resolved,2017-08-06
COM-839,PLY-210,TXN-COM-839,Portal access,resolved,2018-07-22
COM-840,PLY-210,TXN-COM-840,Portal stuck in middle,resolved,2016-04-12
COM-841,PLY-210,TXN-COM-841,Change of mailing address,rejected,2017-11-18
COM-842,PLY-210,TXN-COM-842,Portal access,resolved,2018-03-30
COM-843,PLY-211,TXN-COM-843,Renewal intimation letter not received,resolved,2017-07-09
COM-844,PLY-211,TXN-COM-844,Portal access,rejected,2016-11-14
COM-845,PLY-211,TXN-COM-845,Portal access,resolved,2016-04-07
COM-846,PLY-212,TXN-COM-846,Portal stuck in middle,rejected,2018-01-06
COM-847,PLY-212,TXN-COM-847,Portal stuck in middle,resolved,2018-05-06
COM-848,PLY-212,TXN-COM-848,Renewal intimation letter not received,rejected,2015-06-14
COM-849,PLY-212,TXN-COM-849,Renewal intimation letter not received,resolved,2015-04-11
COM-850,PLY-212,TXN-COM-850,Change of contact number,resolved,2017-01-17
COM-851,PLY-213,TXN-COM-851,Portal access,resolved,2018-10-10
COM-852,PLY-213,TXN-COM-852,Portal stuck in middle,resolved,2015-11-13
COM-853,PLY-213,TXN-COM-853,Portal stuck in middle,resolved,2016-07-01
COM-854,PLY-214,TXN-COM-854,Renewal intimation letter not received,resolved,2016-11-05
COM-855,PLY-214,TXN-COM-855,Portal access,resolved,2015-03-30
COM-856,PLY-214,TXN-COM-856,Portal stuck in middle,resolved,2016-04-27
COM-857,PLY-214,TXN-COM-857,Change of mailing address,resolved,2015-01-04
COM-858,PLY-214,TXN-COM-858,Portal access,resolved,2016-05-04
COM-859,PLY-215,TXN-COM-859,Online portal not working,resolved,2015-08-20
COM-860,PLY-215,TXN-COM-860,Change of mailing address,rejected,2016-09-02
COM-861,PLY-215,TXN-COM-861,Change of mailing address,resolved,2015-11-20
COM-862,PLY-216,TXN-COM-862,Change of contact number,resolved,2018-10-03
COM-863,PLY-216,TXN-COM-863,Portal access,resolved,2016-03-04
COM-864,PLY-216,TXN-COM-864,Online portal not working,resolved,2018-12-18
COM-865,PLY-216,TXN-COM-865,Renewal intimation letter not received,resolved,2018-03-11
COM-866,PLY-216,TXN-COM-866,Renewal intimation letter not received,resolved,2018-09-28
COM-867,PLY-217,TXN-COM-867,Change of contact number,resolved,2018-09-27
COM-868,PLY-217,TXN-COM-868,Renewal intimation letter not received,resolved,2016-07-21
COM-869,PLY-217,TXN-COM-869,Change of contact number,resolved,2015-02-10
COM-870,PLY-218,TXN-COM-870,Online portal not working,resolved,2017-01-10
COM-871,PLY-218,TXN-COM-871,Renewal intimation letter not received,resolved,2015-12-08
COM-872,PLY-218,TXN-COM-872,Change of mailing address,resolved,2018-08-30
COM-873,PLY-218,TXN-COM-873,Online portal not working,resolved,2016-07-30
COM-874,PLY-218,TXN-COM-874,Change of mailing address,rejected,2016-06-25
COM-875,PLY-219,TXN-COM-875,Portal access,resolved,2017-02-03
COM-876,PLY-219,TXN-COM-876,Online portal not working,rejected,2017-12-16
COM-877,PLY-219,TXN-COM-877,Renewal intimation letter not received,rejected,2016-07-26
COM-878,PLY-220,TXN-COM-878,Change of contact number,resolved,2017-03-27
COM-879,PLY-220,TXN-COM-879,Renewal intimation letter not received,resolved,2018-02-12
COM-880,PLY-220,TXN-COM-880,Renewal intimation letter not received,resolved,2017-04-19
COM-881,PLY-220,TXN-COM-881,Change of mailing address,resolved,2018-01-29
COM-882,PLY-220,TXN-COM-882,Change of contact number,resolved,2018-11-12
COM-883,PLY-221,TXN-COM-883,Renewal intimation letter not received,resolved,2017-07-21
COM-884,PLY-221,TXN-COM-884,Online portal not working,resolved,2018-09-19
COM-885,PLY-221,TXN-COM-885,Change of contact number,resolved,2018-12-12
COM-886,PLY-222,TXN-COM-886,Online portal not working,resolved,2015-12-28
COM-887,PLY-222,TXN-COM-887,Change of contact number,resolved,2018-11-19
COM-888,PLY-222,TXN-COM-888,Change of contact number,resolved,2015-12-29
COM-889,PLY-222,TXN-COM-889,Online portal not working,rejected,2016-10-25
COM-890,PLY-222,TXN-COM-890,Portal stuck in middle,resolved,2016-04-17
COM-891,PLY-223,TXN-COM-891,Change of mailing address,resolved,2015-11-07
COM-892,PLY-223,TXN-COM-892,Portal stuck in middle,rejected,2015-02-07
COM-893,PLY-223,TXN-COM-893,Renewal intimation letter not received,resolved,2017-10-24
COM-894,PLY-224,TXN-COM-894,Renewal intimation letter not received,resolved,2016-08-08
COM-895,PLY-224,TXN-COM-895,Renewal intimation letter not received,rejected,2017-09-25
COM-896,PLY-224,TXN-COM-896,Online portal not working,resolved,2015-07-27
COM-897,PLY-224,TXN-COM-897,Change of mailing address,resolved,2016-03-16
COM-898,PLY-224,TXN-COM-898,Change of contact number,resolved,2018-04-24
COM-899,PLY-225,TXN-COM-899,Portal access,rejected,2017-07-09
COM-900,PLY-225,TXN-COM-900,Change of contact number,rejected,2015-05-07
COM-901,PLY-225,TXN-COM-901,Online portal not working,rejected,2016-06-26
COM-902,PLY-226,TXN-COM-902,Renewal intimation letter not received,rejected,2015-01-22
COM-903,PLY-226,TXN-COM-903,Online portal not working,resolved,2015-05-11
COM-904,PLY-226,TXN-COM-904,Portal access,resolved,2017-11-14
COM-905,PLY-226,TXN-COM-905,Change of contact number,resolved,2016-06-13
COM-906,PLY-226,TXN-COM-906,Portal stuck in middle,resolved,2018-11-05
COM-907,PLY-227,TXN-COM-907,Online portal not working,rejected,2018-04-09
COM-908,PLY-227,TXN-COM-908,Portal stuck in middle,resolved,2017-02-17
COM-909,PLY-227,TXN-COM-909,Change of mailing address,resolved,2018-02-10
COM-910,PLY-228,TXN-COM-910,Online portal not working,resolved,2018-12-16
COM-911,PLY-228,TXN-COM-911,Online portal not working,resolved,2015-04-17
COM-912,PLY-228,TXN-COM-912,Portal stuck in middle,resolved,2018-11-19
COM-913,PLY-228,TXN-COM-913,Renewal intimation letter not received,resolved,2016-02-13
COM-914,PLY-228,TXN-COM-914,Change of contact number,resolved,2018-07-20
COM-915,PLY-229,TXN-COM-915,Portal stuck in middle,resolved,2016-03-19
COM-916,PLY-229,TXN-COM-916,Portal stuck in middle,rejected,2018-06-09
COM-917,PLY-229,TXN-COM-917,Portal access,resolved,2015-08-01
COM-918,PLY-230,TXN-COM-918,Change of mailing address,resolved,2016-02-26
COM-919,PLY-230,TXN-COM-919,Portal access,resolved,2015-12-20
COM-920,PLY-230,TXN-COM-920,Change of mailing address,resolved,2017-08-12
COM-921,PLY-230,TXN-COM-921,Change of contact number,resolved,2017-02-18
COM-922,PLY-230,TXN-COM-922,Online portal not working,resolved,2017-02-02
COM-923,PLY-231,TXN-COM-923,Online portal not working,resolved,2015-06-13
COM-924,PLY-231,TXN-COM-924,Change of mailing address,resolved,2017-03-31
COM-925,PLY-231,TXN-COM-925,Change of mailing address,resolved,2015-11-08
COM-926,PLY-232,TXN-COM-926,Portal stuck in middle,resolved,2018-08-21
COM-927,PLY-232,TXN-COM-927,Online portal not working,resolved,2016-11-23
COM-928,PLY-232,TXN-COM-928,Renewal intimation letter not received,rejected,2017-12-16
COM-929,PLY-232,TXN-COM-929,Portal stuck in middle,resolved,2018-06-04
COM-930,PLY-232,TXN-COM-930,Portal access,resolved,2018-01-04
COM-931,PLY-233,TXN-COM-931,Portal stuck in middle,resolved,2018-05-18
COM-932,PLY-233,TXN-COM-932,Portal access,rejected,2016-01-11
COM-933,PLY-233,TXN-COM-933,Change of mailing address,resolved,2016-08-12
COM-934,PLY-234,TXN-COM-934,Change of contact number,resolved,2015-05-18
COM-935,PLY-234,TXN-COM-935,Online portal not working,resolved,2016-09-09
COM-936,PLY-234,TXN-COM-936,Portal stuck in middle,resolved,2016-04-19
COM-937,PLY-234,TXN-COM-937,Change of mailing address,rejected,2017-08-04
COM-938,PLY-234,TXN-COM-938,Portal stuck in middle,resolved,2016-10-28
COM-939,PLY-235,TXN-COM-939,Portal stuck in middle,resolved,2018-05-25
COM-940,PLY-235,TXN-COM-940,Online portal not working,resolved,2015-06-26
COM-941,PLY-235,TXN-COM-941,Renewal intimation letter not received,resolved,2016-05-04
COM-942,PLY-236,TXN-COM-942,Renewal intimation letter not received,resolved,2018-02-04
COM-943,PLY-236,TXN-COM-943,Change of mailing address,resolved,2018-05-13
COM-944,PLY-236,TXN-COM-944,Renewal intimation letter not received,resolved,2015-09-17
COM-945,PLY-236,TXN-COM-945,Online portal not working,rejected,2015-08-29
COM-946,PLY-236,TXN-COM-946,Change of mailing address,rejected,2015-04-09
COM-947,PLY-237,TXN-COM-947,Change of mailing address,resolved,2018-09-07
COM-948,PLY-237,TXN-COM-948,Renewal intimation letter not received,rejected,2016-03-11
COM-949,PLY-237,TXN-COM-949,Online portal not working,resolved,2018-09-02
COM-950,PLY-238,TXN-COM-950,Change of contact number,resolved,2017-09-02
COM-951,PLY-238,TXN-COM-951,Portal stuck in middle,resolved,2018-03-10
COM-952,PLY-238,TXN-COM-952,Online portal not working,resolved,2017-07-02
COM-953,PLY-238,TXN-COM-953,Change of mailing address,resolved,2018-01-08
COM-954,PLY-238,TXN-COM-954,Change of mailing address,resolved,2018-12-07
COM-955,PLY-239,TXN-COM-955,Renewal intimation letter not received,resolved,2015-02-12
COM-956,PLY-239,TXN-COM-956,Change of mailing address,resolved,2018-10-26
COM-957,PLY-239,TXN-COM-957,Change of contact number,rejected,2018-01-29
COM-958,PLY-240,TXN-COM-958,Portal access,resolved,2017-11-02
COM-959,PLY-240,TXN-COM-959,Online portal not working,resolved,2017-09-08
COM-960,PLY-240,TXN-COM-960,Renewal intimation letter not received,resolved,2016-03-18
COM-961,PLY-240,TXN-COM-961,Portal access,resolved,2016-01-15
COM-962,PLY-240,TXN-COM-962,Renewal intimation letter not received,rejected,2016-06-13
COM-963,PLY-241,TXN-COM-963,Renewal intimation letter not received,rejected,2017-10-16
COM-964,PLY-241,TXN-COM-964,Portal stuck in middle,resolved,2016-04-08
COM-965,PLY-241,TXN-COM-965,Change of contact number,resolved,2018-05-25
COM-966,PLY-242,TXN-COM-966,Renewal intimation letter not received,resolved,2018-06-07
COM-967,PLY-242,TXN-COM-967,Change of mailing address,resolved,2016-05-07
COM-968,PLY-242,TXN-COM-968,Change of mailing address,resolved,2018-11-28
COM-969,PLY-242,TXN-COM-969,Portal access,rejected,2015-12-05
COM-970,PLY-242,TXN-COM-970,Change of contact number,resolved,2015-09-22
COM-971,PLY-243,TXN-COM-971,Renewal intimation letter not received,resolved,2017-09-06
COM-972,PLY-243,TXN-COM-972,Online portal not working,resolved,2016-11-20
COM-973,PLY-243,TXN-COM-973,Portal stuck in middle,rejected,2018-01-02
COM-974,PLY-244,TXN-COM-974,Online portal not working,resolved,2015-07-02
COM-975,PLY-244,TXN-COM-975,Portal access,resolved,2017-01-07
COM-976,PLY-244,TXN-COM-976,Renewal intimation letter not received,rejected,2018-09-08
COM-977,PLY-244,TXN-COM-977,Portal stuck in middle,resolved,2017-01-13
COM-978,PLY-244,TXN-COM-978,Portal access,resolved,2017-09-06
COM-979,PLY-245,TXN-COM-979,Online portal not working,resolved,2015-07-28
COM-980,PLY-245,TXN-COM-980,Change of contact number,rejected,2018-08-08
COM-981,PLY-245,TXN-COM-981,Renewal intimation letter not received,resolved,2015-06-24
COM-982,PLY-246,TXN-COM-982,Change of contact number,rejected,2017-04-17
COM-983,PLY-246,TXN-COM-983,Change of contact number,resolved,2017-11-12
COM-984,PLY-246,TXN-COM-984,Online portal not working,resolved,2018-02-04
COM-985,PLY-246,TXN-COM-985,Renewal intimation letter not received,resolved,2016-03-19
COM-986,PLY-246,TXN-COM-986,Renewal intimation letter not received,resolved,2017-01-07
COM-987,PLY-247,TXN-COM-987,Online portal not working,resolved,2015-04-22
COM-988,PLY-247,TXN-COM-988,Change of mailing address,resolved,2017-08-15
COM-989,PLY-247,TXN-COM-989,Online portal not working,resolved,2017-05-26
COM-990,PLY-248,TXN-COM-990,Renewal intimation letter not received,resolved,2015-01-24
COM-991,PLY-248,TXN-COM-991,Portal access,resolved,2017-08-13
COM-992,PLY-248,TXN-COM-992,Change of contact number,resolved,2018-08-20
COM-993,PLY-248,TXN-COM-993,Portal stuck in middle,resolved,2015-05-16
COM-994,PLY-248,TXN-COM-994,Renewal intimation letter not received,resolved,2018-01-11
COM-995,PLY-249,TXN-COM-995,Portal stuck in middle,resolved,2016-02-03
COM-996,PLY-249,TXN-COM-996,Portal stuck in middle,resolved,2017-01-16
COM-997,PLY-249,TXN-COM-997,Online portal not working,resolved,2017-10-23
COM-998,PLY-250,TXN-COM-998,Change of contact number,resolved,2017-12-21
COM-999,PLY-250,TXN-COM-999,Portal access,rejected,2015-09-09
COM-1000,PLY-250,TXN-COM-1000,Change of contact number,resolved,2015-05-17
COM-1001,PLY-250,TXN-COM-1001,Renewal intimation letter not received,resolved,2017-04-05
COM-1002,PLY-250,TXN-COM-1002,Change of mailing address,resolved,2016-10-24
COM-1003,PLY-251,TXN-COM-1003,Portal stuck in middle,resolved,2017-07-06
COM-1004,PLY-251,TXN-COM-1004,Online portal not working,resolved,2015-02-09
COM-1005,PLY-251,TXN-COM-1005,Change of contact number,resolved,2015-12-30
COM-1006,PLY-252,TXN-COM-1006,Change of mailing address,rejected,2017-09-23
COM-1007,PLY-252,TXN-COM-1007,Portal access,resolved,2018-11-25
COM-1008,PLY-252,TXN-COM-1008,Change of contact number,rejected,2017-10-05
COM-1009,PLY-252,TXN-COM-1009,Portal stuck in middle,resolved,2018-05-08
COM-1010,PLY-252,TXN-COM-1010,Portal access,resolved,2018-01-18
COM-1011,PLY-253,TXN-COM-1011,Portal stuck in middle,resolved,2016-06-21
COM-1012,PLY-253,TXN-COM-1012,Renewal intimation letter not received,resolved,2017-02-16
COM-1013,PLY-253,TXN-COM-1013,Renewal intimation letter not received,resolved,2015-12-17
COM-1014,PLY-254,TXN-COM-1014,Renewal intimation letter not received,resolved,2016-10-05
COM-1015,PLY-254,TXN-COM-1015,Online portal not working,resolved,2017-12-15
COM-1016,PLY-254,TXN-COM-1016,Portal stuck in middle,resolved,2017-09-21
COM-1017,PLY-254,TXN-COM-1017,Change of contact number,resolved,2015-11-06
COM-1018,PLY-254,TXN-COM-1018,Change of contact number,resolved,2015-04-15
COM-1019,PLY-255,TXN-COM-1019,Renewal intimation letter not received,resolved,2017-10-27
COM-1020,PLY-255,TXN-COM-1020,Change of contact number,resolved,2015-10-30
COM-1021,PLY-255,TXN-COM-1021,Change of contact number,resolved,2015-09-05
COM-1022,PLY-256,TXN-COM-1022,Change of mailing address,resolved,2015-06-22
COM-1023,PLY-256,TXN-COM-1023,Online portal not working,resolved,2017-07-28
COM-1024,PLY-256,TXN-COM-1024,Change of mailing address,resolved,2016-12-24
COM-1025,PLY-256,TXN-COM-1025,Change of contact number,rejected,2016-08-13
COM-1026,PLY-256,TXN-COM-1026,Renewal intimation letter not received,resolved,2016-02-28
COM-1027,PLY-257,TXN-COM-1027,Portal stuck in middle,resolved,2015-11-27
COM-1028,PLY-257,TXN-COM-1028,Portal stuck in middle,resolved,2017-05-08
COM-1029,PLY-257,TXN-COM-1029,Online portal not working,resolved,2016-10-07
COM-1030,PLY-258,TXN-COM-1030,Portal access,rejected,2016-09-10
COM-1031,PLY-258,TXN-COM-1031,Change of contact number,rejected,2015-07-08
COM-1032,PLY-258,TXN-COM-1032,Change of mailing address,resolved,2016-07-24
COM-1033,PLY-258,TXN-COM-1033,Online portal not working,rejected,2017-04-02
COM-1034,PLY-258,TXN-COM-1034,Change of mailing address,resolved,2015-06-14
COM-1035,PLY-259,TXN-COM-1035,Change of contact number,resolved,2016-02-26
COM-1036,PLY-259,TXN-COM-1036,Change of contact number,resolved,2016-02-13
COM-1037,PLY-259,TXN-COM-1037,Change of contact number,resolved,2016-04-21
COM-1038,PLY-260,TXN-COM-1038,Online portal not working,resolved,2015-01-02
COM-1039,PLY-260,TXN-COM-1039,Portal stuck in middle,resolved,2015-12-01
COM-1040,PLY-260,TXN-COM-1040,Portal access,resolved,2017-02-16
COM-1041,PLY-260,TXN-COM-1041,Portal stuck in middle,resolved,2016-05-27
COM-1042,PLY-260,TXN-COM-1042,Portal stuck in middle,rejected,2018-02-06
COM-1043,PLY-261,TXN-COM-1043,Online portal not working,resolved,2016-03-20
COM-1044,PLY-261,TXN-COM-1044,Online portal not working,resolved,2015-09-21
COM-1045,PLY-261,TXN-COM-1045,Renewal intimation letter not received,rejected,2018-07-11
COM-1046,PLY-262,TXN-COM-1046,Change of mailing address,resolved,2016-11-12
COM-1047,PLY-262,TXN-COM-1047,Portal access,resolved,2018-04-29
COM-1048,PLY-262,TXN-COM-1048,Portal access,resolved,2017-07-03
COM-1049,PLY-262,TXN-COM-1049,Change of mailing address,resolved,2016-09-02
COM-1050,PLY-262,TXN-COM-1050,Online portal not working,resolved,2015-03-28
COM-1051,PLY-263,TXN-COM-1051,Portal stuck in middle,rejected,2018-03-02
COM-1052,PLY-263,TXN-COM-1052,Change of contact number,resolved,2016-10-12
COM-1053,PLY-263,TXN-COM-1053,Portal stuck in middle,resolved,2018-11-10
COM-1054,PLY-264,TXN-COM-1054,Renewal intimation letter not received,rejected,2017-05-18
COM-1055,PLY-264,TXN-COM-1055,Change of mailing address,resolved,2016-08-05
COM-1056,PLY-264,TXN-COM-1056,Change of mailing address,rejected,2016-09-27
COM-1057,PLY-264,TXN-COM-1057,Portal stuck in middle,resolved,2017-09-16
COM-1058,PLY-264,TXN-COM-1058,Change of contact number,resolved,2016-03-31
COM-1059,PLY-265,TXN-COM-1059,Online portal not working,resolved,2015-10-28
COM-1060,PLY-265,TXN-COM-1060,Renewal intimation letter not received,resolved,2018-09-05
COM-1061,PLY-265,TXN-COM-1061,Renewal intimation letter not received,resolved,2016-02-04
COM-1062,PLY-266,TXN-COM-1062,Portal stuck in middle,resolved,2017-08-03
COM-1063,PLY-266,TXN-COM-1063,Portal stuck in middle,resolved,2016-09-04
COM-1064,PLY-266,TXN-COM-1064,Change of contact number,rejected,2017-08-30
COM-1065,PLY-266,TXN-COM-1065,Change of mailing address,resolved,2017-01-12
COM-1066,PLY-266,TXN-COM-1066,Renewal intimation letter not received,resolved,2017-12-17
