policyid,customerid,premium,avgclaimamount,tenure,date
PLY-1169,0390,2130,254470,5,2016-04-05
PLY-1170,0390,3888,473161,5,2017-11-04
PLY-1171,0390,4550,447449,5,2017-10-20
PLY-1172,0391,2712,439285,5,2018-01-13
PLY-1173,0391,4227,330587,5,2015-04-13
PLY-1174,0391,3855,301149,5,2018-09-08
PLY-1175,0392,3451,385492,5,2018-08-20
PLY-1176,0392,4891,346435,5,2018-08-14
PLY-1177,0392,4366,310841,5,2018-01-31
PLY-1178,0393,4594,295637,5,2017-03-20
PLY-1179,0393,3921,487389,5,2017-07-24
PLY-1180,0393,3787,443738,5,2016-04-29
PLY-1181,0394,4907,471600,5,2018-05-06
PLY-1182,0394,3077,442549,5,2018-12-18
PLY-1183,0394,2371,357509,5,2015-12-11
PLY-1184,0395,2715,253408,5,2018-07-05
PLY-1185,0395,3438,436041,5,2017-03-13
PLY-1186,0395,2346,318594,5,2018-01-04
PLY-1187,0396,2263,456473,5,2017-05-25
PLY-1188,0396,4106,304712,5,2017-07-21
PLY-1189,0396,2633,339902,5,2018-08-13
PLY-1190,0397,4085,478963,5,2018-07-15
PLY-1191,0397,2065,352742,5,2017-11-26
PLY-1192,0397,2635,266523,5,2016-06-21
PLY-1193,0398,2323,407277,5,2016-01-13
PLY-1194,0398,3685,421404,5,2016-09-05
PLY-1195,0398,3689,262247,5,2018-08-26
PLY-1196,0399,4134,421085,5,2015-02-26
PLY-1197,0399,3163,496369,5,2017-03-18
PLY-1198,0399,4832,466682,5,2018-02-19
PLY-1199,0400,3050,488017,5,2016-09-30
PLY-1200,0400,4917,489527,5,2017-12-30
PLY-1201,0400,3441,410346,5,2018-02-11
PLY-1202,0401,4089,341952,5,2016-06-01
PLY-1203,0401,3417,330696,5,2015-03-20
PLY-1204,0401,2465,317038,5,2015-10-15
PLY-1205,0402,3175,359505,5,2016-10-07
PLY-1206,0402,2845,300196,5,2017-06-30
PLY-1207,0402,3601,325496,5,2018-01-19
PLY-1208,0403,2053,448010,5,2016-04-19
PLY-1209,0403,4656,380993,5,2017-02-10
PLY-1210,0403,2180,333879,5,2016-05-02
PLY-1211,0404,3274,318074,5,2016-03-22
PLY-1212,0404,2037,371508,5,2016-04-02
PLY-1213,0404,2945,257764,5,2015-07-23
PLY-1214,0405,3814,323452,5,2017-10-24
PLY-1215,0405,3116,312864,5,2016-03-16
PLY-1216,0405,2500,399558,5,2016-08-12
PLY-1217,0406,3216,485174,5,2017-06-15
PLY-1218,0406,4456,383441,5,2017-01-16
PLY-1219,0406,4582,480843,5,2016-02-07
PLY-1220,0407,3070,358748,5,2018-01-04
PLY-1221,0407,4235,324100,5,2017-05-28
PLY-1222,0407,2999,466950,5,2016-06-08
PLY-1223,0408,4614,382394,5,2018-05-04
PLY-1224,0408,3053,421708,5,2017-08-16
PLY-1225,0408,4688,269997,5,2017-07-07
PLY-1226,0409,4930,329402,5,2016-01-20
PLY-1227,0409,4752,267425,5,2018-01-30
PLY-1228,0409,4185,496288,5,2018-05-20
PLY-1229,0410,4906,271525,5,2017-03-07
PLY-1230,0410,2623,480434,5,2017-05-18
PLY-1231,0410,2785,478381,5,2017-11-14
PLY-1232,0411,4186,354860,5,2015-04-15
PLY-1233,0411,2703,359673,5,2015-04-16
PLY-1234,0411,2164,366221,5,2016-02-18
PLY-1235,0412,4208,286324,5,2015-05-23
PLY-1236,0412,3466,328306,5,2016-12-17
PLY-1237,0412,2338,471653,5,2015-08-04
PLY-1238,0413,4708,325659,5,2015-04-28
PLY-1239,0413,4704,363164,5,2018-10-09
PLY-1240,0413,3530,395771,5,2017-10-27
PLY-1241,0414,2876,361878,5,2015-05-02
PLY-1242,0414,2126,417223,5,2018-08-17
PLY-1243,0414,3762,435990,5,2015-07-04
PLY-1244,0415,3390,277610,5,2018-10-09
PLY-1245,0415,3494,476577,5,2016-05-15
PLY-1246,0415,2271,261541,5,2018-11-22
PLY-1247,0416,4866,294278,5,2018-07-31
PLY-1248,0416,2064,399956,5,2016-02-15
PLY-1249,0416,2752,351860,5,2016-09-02
PLY-1250,0417,2606,259326,5,2017-05-27
PLY-1251,0417,4993,274630,5,2016-11-07
PLY-1252,0417,2581,343007,5,2016-01-15
PLY-1253,0418,4848,290958,5,2015-01-26
PLY-1254,0418,4082,340416,5,2017-04-29
PLY-1255,0418,4647,300976,5,2017-06-07
PLY-1256,0419,4946,317543,5,2017-12-16
PLY-1257,0419,4710,250326,5,2015-03-03
PLY-1258,0419,3772,290812,5,2015-02-08
PLY-1259,0420,2188,479074,5,2017-02-20
PLY-1260,0420,3243,301786,5,2018-09-02
PLY-1261,0420,2437,371206,5,2015-08-24
PLY-1262,0421,2096,321671,5,2016-08-03
PLY-1263,0421,3707,411873,5,2018-09-26
PLY-1264,0421,4302,342168,5,2018-05-15
PLY-1265,0422,4458,387233,5,2018-09-20
PLY-1266,0422,2956,370255,5,2015-11-18
PLY-1267,0422,3319,463974,5,2015-04-24
PLY-1268,0423,2704,411371,5,2017-07-08
PLY-1269,0423,3475,293380,5,2018-11-30
PLY-1270,0423,2376,334832,5,2017-04-24
PLY-1271,0424,3800,291078,5,2017-08-28
PLY-1272,0424,3610,324297,5,2015-08-29
PLY-1273,0424,2813,322256,5,2017-02-16
PLY-1274,0425,2629,459634,5,2015-04-14
PLY-1275,0425,2729,325632,5,2018-10-18
PLY-1276,0425,4507,308087,5,2016-06-12
PLY-1277,0426,3328,421280,5,2017-12-23
PLY-1278,0426,2317,388947,5,2015-02-14
PLY-1279,0426,3353,343917,5,2017-04-02
PLY-1280,0427,2179,296639,5,2017-08-12
PLY-1281,0427,2099,308585,5,2017-09-22
PLY-1282,0427,4832,296512,5,2017-06-12
PLY-1283,0428,4245,334207,5,2016-07-31
PLY-1284,0428,2912,334636,5,2016-01-29
PLY-1285,0428,3697,276045,5,2015-03-17
PLY-1286,0429,3180,281098,5,2018-08-26
PLY-1287,0429,4083,496237,5,2017-09-22
PLY-1288,0429,4183,292556,5,2017-01-30
PLY-1289,0430,4907,314870,5,2016-04-15
PLY-1290,0430,4610,357290,5,2017-08-26
PLY-1291,0430,4104,360351,5,2015-07-14
PLY-1292,0431,4595,250011,5,2015-07-20
PLY-1293,0431,3241,284437,5,2015-01-25
PLY-1294,0431,4908,321876,5,2015-10-09
PLY-1295,0432,4259,258578,5,2018-04-06
PLY-1296,0432,3836,474374,5,2018-07-15
PLY-1297,0432,4586,281342,5,2018-09-02
PLY-1298,0433,3097,334693,5,2018-01-04
PLY-1299,0433,4437,463459,5,2015-01-20
PLY-1300,0433,4620,411881,5,2015-11-04
PLY-1301,0434,3060,425150,5,2015-02-25
PLY-1302,0434,3519,408798,5,2015-09-29
PLY-1303,0434,2956,267502,5,2015-11-11
PLY-1304,0435,3030,358093,5,2015-02-08
PLY-1305,0435,2319,447176,5,2015-10-28
PLY-1306,0435,2583,348495,5,2015-05-28
PLY-1307,0436,3697,273092,5,2017-06-18
PLY-1308,0436,4919,491086,5,2017-04-17
PLY-1309,0436,3508,273987,5,2015-04-05
PLY-1310,0437,2205,393862,5,2016-07-22
PLY-1311,0437,4678,447870,5,2018-11-07
PLY-1312,0437,3402,497223,5,2017-09-15
PLY-1313,0438,4332,359236,5,2016-06-25
PLY-1314,0438,3097,296286,5,2017-10-28
PLY-1315,0438,4888,409594,5,2018-04-05
PLY-1316,0439,2806,369375,5,2018-10-30
PLY-1317,0439,3019,387800,5,2018-01-01
PLY-1318,0439,3176,340273,5,2016-10-28
PLY-1319,0440,3412,266837,5,2018-01-10
PLY-1320,0440,3359,399454,5,2015-11-21
PLY-1321,0440,3589,309407,5,2017-10-13
PLY-1322,0441,4080,320440,5,2015-02-18
PLY-1323,0441,4450,456795,5,2017-10-20
PLY-1324,0441,4471,498566,5,2015-04-05
PLY-1325,0442,3453,328473,5,2016-08-09
PLY-1326,0442,2568,372555,5,2018-02-25
PLY-1327,0442,4411,434716,5,2017-06-16
PLY-1328,0443,3661,423877,5,2015-09-01
PLY-1329,0443,2865,358591,5,2016-02-21
PLY-1330,0443,3150,475402,5,2015-06-23
PLY-1331,0444,4387,422983,5,2018-08-24
PLY-1332,0444,3410,259823,5,2016-10-15
PLY-1333,0444,2763,451285,5,2018-11-25
PLY-1334,0445,4043,315303,5,2016-07-16
PLY-1335,0445,4774,428868,5,2017-06-19
PLY-1336,0445,3569,327570,5,2017-10-26
PLY-1337,0446,2949,347510,5,2018-12-17
PLY-1338,0446,4660,309610,5,2018-09-21
PLY-1339,0446,4635,296271,5,2016-07-06
PLY-1340,0447,3160,471285,5,2017-05-09
PLY-1341,0447,3835,368487,5,2015-09-14
PLY-1342,0447,2700,349962,5,2016-09-24
PLY-1343,0448,2660,446589,5,2015-04-07
PLY-1344,0448,3393,408518,5,2016-07-19
PLY-1345,0448,4759,379596,5,2018-09-08
PLY-1346,0449,2726,490670,5,2016-02-24
PLY-1347,0449,4308,289857,5,2015-04-09
PLY-1348,0449,2896,421588,5,2018-06-21
PLY-1349,0450,3049,286161,5,2017-07-16
PLY-1350,0450,3917,296572,5,2018-11-24
PLY-1351,0450,4564,400724,5,2017-12-29
PLY-1352,0451,2521,354765,5,2017-04-21
PLY-1353,0451,2441,434014,5,2017-01-04
PLY-1354,0451,3735,257451,5,2018-02-28
PLY-1355,0452,3731,316666,5,2017-07-23
PLY-1356,0452,2545,286169,5,2017-10-05
PLY-1357,0452,3538,431522,5,2018-04-27
PLY-1358,0453,3540,275364,5,2015-02-18
PLY-1359,0453,4503,389555,5,2018-07-07
PLY-1360,0453,3533,481748,5,2018-10-27
PLY-1361,0454,4073,262709,5,2015-11-27
PLY-1362,0454,3209,436316,5,2016-12-03
PLY-1363,0454,3342,299218,5,2016-03-12
PLY-1364,0455,4376,451059,5,2017-11-01
PLY-1365,0455,2458,311921,5,2015-08-01
PLY-1366,0455,2535,394357,5,2016-11-26
PLY-1367,0456,3858,369509,5,2015-10-03
PLY-1368,0456,2508,329231,5,2018-09-10
PLY-1369,0456,2078,348623,5,2017-02-27
PLY-1370,0457,4691,333147,5,2016-02-08
PLY-1371,0457,3337,475854,5,2017-11-21
PLY-1372,0457,2396,321860,5,2017-02-11
PLY-1373,0458,4799,266208,5,2016-03-31
PLY-1374,0458,3097,480492,5,2015-07-05
PLY-1375,0458,4680,454223,5,2018-07-19
PLY-1376,0459,3309,394739,5,2016-06-01
PLY-1377,0459,2505,399478,5,2015-09-03
PLY-1378,0459,2838,412374,5,2018-01-25
PLY-1379,0460,3494,363526,5,2018-01-29
PLY-1380,0460,2500,283452,5,2018-02-12
PLY-1381,0460,2488,466519,5,2016-03-08
PLY-1382,0461,4226,260470,5,2015-08-11
PLY-1383,0461,4262,286788,5,2016-08-20
PLY-1384,0461,2972,395006,5,2016-07-23
PLY-1385,0462,3709,418072,5,2016-03-23
PLY-1386,0462,3659,358196,5,2015-01-01
PLY-1387,0462,3025,277793,5,2015-02-14
PLY-1388,0463,2819,393809,5,2015-03-11
PLY-1389,0463,4846,436557,5,2018-08-20
PLY-1390,0463,2760,279914,5,2015-02-09
PLY-1391,0464,4532,412329,5,2018-09-21
PLY-1392,0464,2063,472298,5,2017-07-20
PLY-1393,0464,2202,431199,5,2017-12-11
PLY-1394,0465,4775,363124,5,2017-02-23
PLY-1395,0465,4615,395017,5,2018-07-23
PLY-1396,0465,4679,267141,5,2015-02-26
PLY-1397,0466,4658,437784,5,2015-02-20
PLY-1398,0466,2798,343427,5,2015-05-07
PLY-1399,0466,4567,274919,5,2017-12-26
PLY-1400,0467,3484,253694,5,2018-03-01
PLY-1401,0467,4195,309323,5,2015-11-06
PLY-1402,0467,4662,464631,5,2015-09-05
PLY-1403,0468,3962,454328,5,2018-06-17
PLY-1404,0468,4178,297311,5,2017-05-17
PLY-1405,0468,3367,411599,5,2015-06-08
PLY-1406,0469,2287,443213,5,2018-02-13
PLY-1407,0469,3655,413612,5,2017-03-13
PLY-1408,0469,3186,291289,5,2015-01-15
PLY-1409,0470,3753,307312,5,2017-04-18
PLY-1410,0470,3388,404454,5,2015-09-07
PLY-1411,0470,4183,414554,5,2016-09-01
PLY-1412,0471,2201,295749,5,2018-12-04
PLY-1413,0471,2722,418275,5,2018-08-31
PLY-1414,0471,3888,272904,5,2015-05-17
PLY-1415,0472,2565,283735,5,2015-08-13
PLY-1416,0472,2319,391024,5,2016-06-19
PLY-1417,0472,2749,449922,5,2016-06-10
PLY-1418,0473,3768,313445,5,2015-08-12
PLY-1419,0473,4275,405090,5,2018-05-03
PLY-1420,0473,2923,462918,5,2017-10-15
PLY-1421,0474,2259,490291,5,2016-07-09
PLY-1422,0474,3222,486049,5,2015-10-24
PLY-1423,0474,2744,375816,5,2015-01-04
PLY-1424,0475,4012,429281,5,2017-02-28
PLY-1425,0475,4336,414786,5,2016-05-22
PLY-1426,0475,3402,345659,5,2017-10-21
PLY-1427,0476,3533,356424,5,2018-08-12
PLY-1428,0476,2882,486991,5,2016-09-01
PLY-1429,0476,4647,445133,5,2018-03-17
PLY-1430,0477,4945,465022,5,2015-04-02
PLY-1431,0477,3267,336723,5,2018-10-31
PLY-1432,0477,2292,253198,5,2015-07-15
PLY-1433,0478,4433,479008,5,2017-09-14
PLY-1434,0478,2352,367871,5,2018-01-10
PLY-1435,0478,4667,387067,5,2015-05-03
PLY-1436,0479,4684,417915,5,2015-07-20
PLY-1437,0479,2181,466467,5,2016-06-03
PLY-1438,0479,4638,363171,5,2016-09-03
PLY-1439,0480,3564,491451,5,2015-10-08
PLY-1440,0480,4311,440028,5,2016-06-30
PLY-1441,0480,2728,374195,5,2015-01-25
PLY-1442,0481,4366,382311,5,2017-03-13
PLY-1443,0481,2147,296276,5,2018-11-02
PLY-1444,0481,2368,324719,5,2017-10-26
PLY-1445,0482,4144,412329,5,2018-02-26
PLY-1446,0482,4187,488936,5,2016-03-07
PLY-1447,0482,4714,490903,5,2017-06-03
PLY-1448,0483,3551,489694,5,2018-09-14
PLY-1449,0483,3736,476786,5,2015-02-01
PLY-1450,0483,2726,425238,5,2017-05-31
PLY-1451,0484,4063,394151,5,2015-06-01
PLY-1452,0484,3611,300057,5,2015-02-09
PLY-1453,0484,3875,277738,5,2015-03-06
PLY-1454,0485,3611,265269,5,2015-01-29
PLY-1455,0485,3058,357845,5,2018-03-23
PLY-1456,0485,2142,257314,5,2017-03-21
PLY-1457,0486,4670,331065,5,2016-10-28
PLY-1458,0486,4358,444892,5,2018-04-12
PLY-1459,0486,3550,278138,5,2015-07-28
PLY-1460,0487,2006,428638,5,2018-05-25
PLY-1461,0487,4955,464130,5,2017-06-04
PLY-1462,0487,2070,305058,5,2017-12-20
PLY-1463,0488,3997,492576,5,2015-05-04
PLY-1464,0488,3587,481080,5,2016-08-14
PLY-1465,0488,2906,434841,5,2017-07-03
PLY-1466,0489,2389,397619,5,2017-12-17
PLY-1467,0489,3944,359390,5,2016-11-06
PLY-1468,0489,4950,433212,5,2015-09-09
PLY-1469,0490,3633,451729,5,2018-07-25
PLY-1470,0490,2414,335261,5,2018-01-02
PLY-1471,0490,3035,470717,5,2016-12-21
PLY-1472,0491,4059,438869,5,2017-11-18
PLY-1473,0491,2313,419387,5,2015-06-25
PLY-1474,0491,2667,387385,5,2015-07-31
PLY-1475,0492,3780,256285,5,2018-02-17
PLY-1476,0492,4138,301010,5,2016-10-30
PLY-1477,0492,4076,397844,5,2015-07-01
PLY-1478,0493,3740,404608,5,2017-06-14
PLY-1479,0493,4890,456406,5,2017-02-08
PLY-1480,0493,2772,407416,5,2016-12-26
PLY-1481,0494,2801,315617,5,2015-09-08
PLY-1482,0494,2807,305218,5,2016-06-04
PLY-1483,0494,4722,476225,5,2015-11-24
PLY-1484,0495,3341,388733,5,2016-02-12
PLY-1485,0495,3242,435433,5,2016-04-16
PLY-1486,0495,3411,364671,5,2016-02-16
PLY-1487,0496,3547,361509,5,2016-08-24
PLY-1488,0496,3334,298870,5,2016-12-13
PLY-1489,0496,3268,498620,5,2018-01-29
PLY-1490,0497,2055,336035,5,2015-02-21
PLY-1491,0497,4393,358018,5,2016-11-05
PLY-1492,0497,4700,310063,5,2015-10-23
PLY-1493,0498,2452,282158,5,2015-06-12
PLY-1494,0498,3350,289620,5,2017-02-06
PLY-1495,0498,3042,439523,5,2016-10-31
PLY-1496,0499,3092,477706,5,2015-04-23
PLY-1497,0499,2769,462333,5,2016-07-29
PLY-1498,0499,4933,467465,5,2017-04-03
PLY-1499,0500,3563,332808,5,2016-10-14
PLY-1500,0500,2423,439733,5,2016-05-05
PLY-1501,0500,4879,311619,5,2016-03-02
PLY-1502,0501,2568,454418,5,2015-02-06
PLY-1503,0501,2594,457958,5,2016-05-28
PLY-1504,0501,3248,469958,5,2018-12-28
PLY-1505,0502,2204,349580,5,2018-07-10
PLY-1506,0502,3478,425784,5,2016-07-03
PLY-1507,0502,4308,324910,5,2018-08-04
PLY-1508,0503,4117,261215,5,2017-02-25
PLY-1509,0503,2417,257372,5,2017-06-01
PLY-1510,0503,3862,368565,5,2015-11-18
PLY-1511,0504,2364,485347,5,2015-03-08
PLY-1512,0504,2756,426464,5,2018-07-14
PLY-1513,0504,4289,480364,5,2017-03-28
PLY-1514,0505,4691,328531,5,2015-08-15
PLY-1515,0505,4042,314337,5,2015-01-05
PLY-1516,0505,4941,420662,5,2015-04-07
PLY-1517,0506,3528,491277,5,2018-06-11
PLY-1518,0506,2568,296702,5,2017-06-24
PLY-1519,0506,2906,450783,5,2017-04-24
PLY-1520,0507,2562,453738,5,2015-07-25
PLY-1521,0507,2226,321931,5,2015-12-27
PLY-1522,0507,4648,364455,5,2017-03-21
PLY-1523,0508,2785,423798,5,2018-03-03
PLY-1524,0508,4099,435352,5,2018-01-04
PLY-1525,0508,3365,365587,5,2017-01-05
PLY-1526,0509,3841,317754,5,2015-05-28
PLY-1527,0509,2452,356337,5,2016-02-21
PLY-1528,0509,2143,375976,5,2017-05-07
PLY-1529,0510,4553,296498,5,2017-04-08
PLY-1530,0510,3782,258063,5,2015-01-29
PLY-1531,0510,2256,340670,5,2018-10-20
PLY-1532,0511,3767,380005,5,2018-09-03
PLY-1533,0511,4896,470276,5,2015-09-07
PLY-1534,0511,4972,440922,5,2018-01-30
PLY-1535,0512,2793,383995,5,2016-07-04
PLY-1536,0512,3390,456298,5,2016-12-17
PLY-1537,0512,2543,399577,5,2017-07-15
PLY-1538,0513,2922,347832,5,2018-11-23
PLY-1539,0513,2810,266430,5,2018-12-28
PLY-1540,0513,4255,320807,5,2016-05-28
PLY-1541,0514,2836,371956,5,2017-05-14
PLY-1542,0514,2159,260236,5,2015-11-18
PLY-1543,0514,3891,292105,5,2017-10-26
PLY-1544,0515,2570,478101,5,2015-02-01
PLY-1545,0515,4046,433054,5,2016-05-26
PLY-1546,0515,3649,463106,5,2017-02-20
PLY-1547,0516,2073,250610,5,2017-04-25
PLY-1548,0516,4967,358550,5,2015-03-14
PLY-1549,0516,2518,276450,5,2015-12-29
PLY-1550,0517,4140,296628,5,2015-02-22
PLY-1551,0517,4112,410773,5,2016-01-11
PLY-1552,0517,3342,361619,5,2017-06-12
PLY-1553,0518,3268,352392,5,2018-10-07
PLY-1554,0518,4589,424226,5,2017-06-27
PLY-1555,0518,3117,364772,5,2015-01-22
PLY-1556,0519,2261,493264,5,2015-10-12
PLY-1557,0519,3128,384793,5,2015-05-29
PLY-1558,0519,2813,482342,5,2015-06-25
PLY-1559,0520,4857,339463,5,2015-05-05
PLY-1560,0520,2532,390292,5,2015-05-04
PLY-1561,0520,3302,302472,5,2016-01-06
PLY-1562,0521,3756,361262,5,2018-02-13
PLY-1563,0521,2213,344050,5,2018-04-24
PLY-1564,0521,4693,340614,5,2018-02-08
PLY-1565,0522,2215,343646,5,2017-05-05
PLY-1566,0522,4889,283333,5,2016-10-10
PLY-1567,0522,4983,327183,5,2015-05-08
PLY-1568,0523,2561,357310,5,2017-04-29
PLY-1569,0523,2501,386274,5,2015-06-26
PLY-1570,0523,3408,266781,5,2018-04-22
PLY-1571,0524,3975,286081,5,2015-01-12
PLY-1572,0524,2280,469925,5,2017-07-08
PLY-1573,0524,4656,289365,5,2015-08-11
PLY-1574,0525,2471,266709,5,2018-07-26
PLY-1575,0525,4124,406437,5,2015-08-06
PLY-1576,0525,3596,319839,5,2018-03-23
PLY-1577,0526,4841,375154,5,2015-07-08
PLY-1578,0526,3621,371188,5,2018-04-17
PLY-1579,0526,3783,411624,5,2018-02-24
PLY-1580,0527,2163,350154,5,2016-11-18
PLY-1581,0527,4571,349541,5,2017-03-26
PLY-1582,0527,3673,442880,5,2016-04-07
PLY-1583,0528,2903,456853,5,2016-05-31
PLY-1584,0528,3468,329360,5,2016-05-04
PLY-1585,0528,4949,406498,5,2017-07-14
PLY-1586,0529,4089,270628,5,2015-09-29
PLY-1587,0529,4342,390112,5,2015-11-23
PLY-1588,0529,2448,378207,5,2016-12-24
PLY-1589,0530,4870,275380,5,2016-07-20
PLY-1590,0530,4437,264854,5,2017-08-27
PLY-1591,0530,3320,471201,5,2015-06-15
PLY-1592,0531,3412,415940,5,2016-07-22
PLY-1593,0531,2676,406034,5,2015-10-06
PLY-1594,0531,2550,454233,5,2015-10-19
PLY-1595,0532,3031,477020,5,2017-09-03
PLY-1596,0532,2922,345137,5,2018-10-16
PLY-1597,0532,2278,436528,5,2017-08-21
PLY-1598,0533,4377,463351,5,2017-04-08
PLY-1599,0533,3655,276561,5,2016-02-18
PLY-1600,0533,3130,264677,5,2016-05-01
PLY-1601,0534,4784,251041,5,2017-07-26
PLY-1602,0534,4978,488918,5,2018-12-30
PLY-1603,0534,2211,309072,5,2016-06-30
PLY-1604,0535,3367,449836,5,2015-10-20
PLY-1605,0535,3762,282216,5,2016-10-14
PLY-1606,0535,3392,426790,5,2017-05-25
PLY-1607,0536,3250,485653,5,2016-04-24
PLY-1608,0536,2534,372674,5,2016-03-13
PLY-1609,0536,2528,296950,5,2016-08-24
PLY-1610,0537,4971,340631,5,2017-04-13
PLY-1611,0537,4749,402440,5,2017-01-22
PLY-1612,0537,4307,491013,5,2018-07-15
PLY-1613,0538,3747,489249,5,2015-12-17
PLY-1614,0538,4343,294786,5,2017-06-26
PLY-1615,0538,3625,437892,5,2018-12-21
PLY-1616,0539,4147,283458,5,2017-12-01
PLY-1617,0539,4705,447616,5,2016-10-05
PLY-1618,0539,2382,300131,5,2016-11-20
PLY-1619,0540,4619,349024,5,2018-03-31
PLY-1620,0540,3994,314080,5,2018-07-14
PLY-1621,0540,2661,405121,5,2018-03-07
PLY-1622,0541,4389,315050,5,2017-06-01
PLY-1623,0541,3458,315313,5,2018-10-25
PLY-1624,0541,2266,461958,5,2015-06-04
PLY-1625,0542,2002,378412,5,2017-09-10
PLY-1626,0542,2126,375386,5,2017-02-06
PLY-1627,0542,3370,287425,5,2018-09-27
PLY-1628,0543,2046,498099,5,2018-10-24
PLY-1629,0543,3415,453800,5,2016-05-12
PLY-1630,0543,4143,441845,5,2015-09-13
PLY-1631,0544,3416,253903,5,2017-07-16
PLY-1632,0544,2102,499203,5,2017-02-25
PLY-1633,0544,3492,434968,5,2018-10-08
PLY-1634,0545,3364,389288,5,2018-07-26
PLY-1635,0545,4827,365257,5,2018-12-04
PLY-1636,0545,2461,331830,5,2017-07-13
PLY-1637,0546,3726,273252,5,2015-09-16
PLY-1638,0546,4370,415799,5,2015-06-20
PLY-1639,0546,2895,495272,5,2018-08-16
PLY-1640,0547,2468,275103,5,2018-02-10
PLY-1641,0547,2792,433257,5,2017-01-10
PLY-1642,0547,4646,347360,5,2017-03-28
PLY-1643,0548,4794,422818,5,2015-04-30
PLY-1644,0548,3649,454777,5,2016-01-11
PLY-1645,0548,3263,285092,5,2017-11-23
PLY-1646,0549,2751,303412,5,2016-10-05
PLY-1647,0549,4729,424157,5,2015-03-10
PLY-1648,0549,4898,462499,5,2016-07-16
PLY-1649,0550,2815,273391,5,2016-08-08
PLY-1650,0550,2249,417404,5,2015-07-25
PLY-1651,0550,4777,440405,5,2016-10-26
PLY-1652,0551,2677,485682,5,2018-02-04
PLY-1653,0551,4145,471884,5,2018-07-31
PLY-1654,0551,4311,338407,5,2016-08-07
PLY-1655,0552,4567,291638,5,2017-03-04
PLY-1656,0552,4716,376682,5,2018-06-15
PLY-1657,0552,3058,364754,5,2015-05-12
PLY-1658,0553,3856,448763,5,2016-02-03
PLY-1659,0553,2398,348957,5,2015-07-10
PLY-1660,0553,4923,410055,5,2015-05-29
PLY-1661,0554,4100,299405,5,2015-05-04
PLY-1662,0554,2309,420583,5,2015-11-01
PLY-1663,0554,3496,392035,5,2015-10-06
PLY-1664,0555,2452,463760,5,2015-06-20
PLY-1665,0555,4319,257430,5,2018-12-27
PLY-1666,0555,4680,286885,5,2015-10-15
PLY-1667,0556,4747,376432,5,2016-03-17
PLY-1668,0556,2002,471716,5,2015-03-24
PLY-1669,0556,3362,329334,5,2016-12-11
PLY-1670,0557,4470,296868,5,2017-03-16
PLY-1671,0557,3376,353037,5,2015-02-22
PLY-1672,0557,2521,478878,5,2015-12-23
PLY-1673,0558,4521,444928,5,2015-05-16
PLY-1674,0558,4420,407150,5,2018-04-15
PLY-1675,0558,2438,497643,5,2017-02-11
PLY-1676,0559,2019,343526,5,2017-12-05
PLY-1677,0559,2380,359369,5,2016-01-20
PLY-1678,0559,3116,290981,5,2017-01-04
PLY-1679,0560,4054,369277,5,2016-09-09
PLY-1680,0560,4802,304094,5,2017-10-22
PLY-1681,0560,3393,499056,5,2016-02-11
PLY-1682,0561,2505,328420,5,2018-07-06
PLY-1683,0561,2961,409682,5,2017-03-12
PLY-1684,0561,4065,303595,5,2015-11-30
PLY-1685,0562,4947,448297,5,2015-01-20
PLY-1686,0562,4776,469048,5,2015-09-28
PLY-1687,0562,4134,378490,5,2017-07-19
PLY-1688,0563,4830,372460,5,2015-03-06
PLY-1689,0563,4366,344104,5,2016-04-13
PLY-1690,0563,3890,271147,5,2016-10-26
PLY-1691,0564,2279,433130,5,2016-03-15
PLY-1692,0564,3791,493990,5,2015-10-23
PLY-1693,0564,4960,491351,5,2018-07-04
PLY-1694,0565,4416,354088,5,2015-11-24
PLY-1695,0565,4624,355546,5,2018-11-30
PLY-1696,0565,4460,421042,5,2018-10-30
PLY-1697,0566,2895,295856,5,2015-11-25
PLY-1698,0566,2038,441974,5,2016-11-14
PLY-1699,0566,2955,349328,5,2017-07-28
PLY-1700,0567,4084,445089,5,2018-09-26
PLY-1701,0567,3378,285274,5,2015-03-12
PLY-1702,0567,2977,497112,5,2018-10-10
PLY-1703,0568,2830,425331,5,2017-03-22
PLY-1704,0568,3970,387719,5,2018-10-17
PLY-1705,0568,2772,325496,5,2015-11-05
PLY-1706,0569,3527,333241,5,2015-08-07
PLY-1707,0569,3761,472181,5,2018-06-28
PLY-1708,0569,4971,366548,5,2015-01-04
PLY-1709,0570,2343,493229,5,2016-03-27
PLY-1710,0570,4981,367329,5,2016-03-15
PLY-1711,0570,3118,278957,5,2018-04-09
PLY-1712,0571,3565,250371,5,2015-06-26
PLY-1713,0571,3031,391584,5,2015-04-24
PLY-1714,0571,3529,432171,5,2016-04-02
PLY-1715,0572,4663,363500,5,2018-07-13
PLY-1716,0572,2675,335183,5,2015-03-06
PLY-1717,0572,4294,440783,5,2015-12-24
PLY-1718,0573,2492,317664,5,2015-03-29
PLY-1719,0573,4453,349250,5,2017-06-17
PLY-1720,0573,3876,338675,5,2017-01-19
PLY-1721,0574,2428,316514,5,2018-03-18
PLY-1722,0574,3465,307991,5,2015-09-05
PLY-1723,0574,3978,425348,5,2015-05-29
PLY-1724,0575,4315,309375,5,2015-02-04
PLY-1725,0575,3206,261049,5,2015-05-01
PLY-1726,0575,3205,312846,5,2016-06-13
PLY-1727,0576,4511,334304,5,2018-08-27
